drug_id	gene_id	variant_id	association	cancer_id	cancer_type	subtype	reference
CHEMBL44657	COSG112333	DUMMY_COSG112333	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG112333	DUMMY_COSG112333	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	2	Acute Myeloid Leukemia	Acute Myeloid Leukemia (AML)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	11	Lymphoma	Advanced Hodgkin&#39;s Lymphoma	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Ewing&#39;s Sarcoma	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Merkel cell cancer	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Neuroendocrine Tumours	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	11	Lymphoma	Non-Hodgkin&#39;s Lymphoma (NHL)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Non-Small Cell Lung Carcinoma (NSCLC)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	16	Ovarian Cancer	Ovarian Cancer	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	18	Prostate Cancer	Prostate Cancer	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Retinoblastoma	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	15	Osteosarcoma	Sarcoma, Osteogenic	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	20	Small Cell Lung Cancer	Small Cell Lung Cancer (SCLC)	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	tumor	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	24	Thymic Cancer	Locally advanced Thymoma	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	24	Thymic Cancer	Metastatic Thymic Cancer	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG84340	DUMMY_COSG84340	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	2	Acute Myeloid Leukemia	Acute Myeloid Leukemia (AML)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	11	Lymphoma	Advanced Hodgkin&#39;s Lymphoma	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Ewing&#39;s Sarcoma	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Merkel cell cancer	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Neuroendocrine Tumours	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	11	Lymphoma	Non-Hodgkin&#39;s Lymphoma (NHL)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Non-Small Cell Lung Carcinoma (NSCLC)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	16	Ovarian Cancer	Ovarian Cancer	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	18	Prostate Cancer	Prostate Cancer	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Retinoblastoma	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	15	Osteosarcoma	Sarcoma, Osteogenic	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	20	Small Cell Lung Cancer	Small Cell Lung Cancer (SCLC)	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	tumor	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	24	Thymic Cancer	Locally advanced Thymoma	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	24	Thymic Cancer	Metastatic Thymic Cancer	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG106962	DUMMY_COSG106962	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	2	Acute Myeloid Leukemia	Acute Myeloid Leukemia (AML)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	11	Lymphoma	Advanced Hodgkin&#39;s Lymphoma	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Ewing&#39;s Sarcoma	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Merkel cell cancer	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Neuroendocrine Tumours	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	11	Lymphoma	Non-Hodgkin&#39;s Lymphoma (NHL)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Non-Small Cell Lung Carcinoma (NSCLC)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	16	Ovarian Cancer	Ovarian Cancer	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	18	Prostate Cancer	Prostate Cancer	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Retinoblastoma	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	15	Osteosarcoma	Sarcoma, Osteogenic	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	20	Small Cell Lung Cancer	Small Cell Lung Cancer (SCLC)	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	tumor	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	24	Thymic Cancer	Locally advanced Thymoma	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	24	Thymic Cancer	Metastatic Thymic Cancer	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG74320	DUMMY_COSG74320	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	2	Acute Myeloid Leukemia	Acute Myeloid Leukemia (AML)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	11	Lymphoma	Advanced Hodgkin&#39;s Lymphoma	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Ewing&#39;s Sarcoma	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Merkel cell cancer	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Neuroendocrine Tumours	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	11	Lymphoma	Non-Hodgkin&#39;s Lymphoma (NHL)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Non-Small Cell Lung Carcinoma (NSCLC)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	16	Ovarian Cancer	Ovarian Cancer	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	18	Prostate Cancer	Prostate Cancer	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Retinoblastoma	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	15	Osteosarcoma	Sarcoma, Osteogenic	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	20	Small Cell Lung Cancer	Small Cell Lung Cancer (SCLC)	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	tumor	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	24	Thymic Cancer	Locally advanced Thymoma	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	24	Thymic Cancer	Metastatic Thymic Cancer	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG72822	DUMMY_COSG72822	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	2	Acute Myeloid Leukemia	Acute Myeloid Leukemia (AML)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	11	Lymphoma	Advanced Hodgkin&#39;s Lymphoma	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Ewing&#39;s Sarcoma	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Merkel cell cancer	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Neuroendocrine Tumours	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	11	Lymphoma	Non-Hodgkin&#39;s Lymphoma (NHL)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Non-Small Cell Lung Carcinoma (NSCLC)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	16	Ovarian Cancer	Ovarian Cancer	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	18	Prostate Cancer	Prostate Cancer	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Retinoblastoma	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	15	Osteosarcoma	Sarcoma, Osteogenic	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	20	Small Cell Lung Cancer	Small Cell Lung Cancer (SCLC)	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	tumor	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	24	Thymic Cancer	Locally advanced Thymoma	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	24	Thymic Cancer	Metastatic Thymic Cancer	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	26	Other	Refractory Sarcoma	Anticancer Fund
CHEMBL44657	COSG79741	DUMMY_COSG79741	generic	23	Testicular Cancer	Refractory Testicular cancer	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG95525	DUMMY_COSG95525	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG61326	DUMMY_COSG61326	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG84244	DUMMY_COSG84244	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG113788	DUMMY_COSG113788	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG98910	DUMMY_COSG98910	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG64752	DUMMY_COSG64752	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG111666	DUMMY_COSG111666	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	23	Testicular Cancer	Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Metastatic lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Pancreatic origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	19	Renal Cell Cancer	Refractory Advanced Renal Cell Carcinoma	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Refractory Waldenstrom&#39;s Macroglobulinaemia	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	4	Breast Cancer	Refractory, advanced Breast cancer	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	23	Testicular Cancer	Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG74466	DUMMY_COSG74466	generic	26	Other	Unresectable lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG99109	DUMMY_COSG99109	generic	26	Other	Subependymal giant cell astrocytoma, tuberous sclerosis complex	Anticancer Fund
CHEMBL1908360	COSG99109	DUMMY_COSG99109	generic	26	Other	Advanced Carcinoid tumor	Anticancer Fund
CHEMBL1908360	COSG99109	DUMMY_COSG99109	generic	23	Testicular Cancer	Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors	Anticancer Fund
CHEMBL1908360	COSG99109	DUMMY_COSG99109	generic	26	Other	Locally advanced lung origin Progressive Neuroendocrine Tumors	Anticancer Fund
